File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF558JBX	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR024CNP	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	EGR1	DNA	NA	NA	NA	NA	NA	2017-05-17	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF255VCC/, /files/ENCFF637AOG/, /files/ENCFF782FAJ/, /files/ENCFF001TDO/	605717	ENCODE Processing Pipeline	8149a5a796a465fc5a678edf965522ce	NA	https://www.encodeproject.org/files/ENCFF558JBX/@@download/ENCFF558JBX.bed.gz	NA	NA	NA	released	s3://encode-public/2017/02/22/16e95ebb-b6d2-4be6-a23d-e118f37bd6cf/ENCFF558JBX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/22/16e95ebb-b6d2-4be6-a23d-e118f37bd6cf/ENCFF558JBX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking	NA	NA
ENCFF030HWZ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR159OCC	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/466/'], '@type': ['Target', 'Item'], 'name': 'ATF1-human', 'label': 'ATF1', '@id': '/targets/ATF1-human/', 'title': 'ATF1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '57a814e4-7bfb-4832-84c3-ab2d1047c4d1', 'status': 'released'}	NA	NA	NA	ATF1	DNA	NA	NA	NA	NA	NA	2016-06-14	ENCODE	NA	see document	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF189NGD/, /files/ENCFF089SHU/, /files/ENCFF624BVW/	67700	ENCODE Processing Pipeline	31e9c7f935021b20bb5a136f5eb5d3e0	NA	https://www.encodeproject.org/files/ENCFF030HWZ/@@download/ENCFF030HWZ.bed.gz	NA	NA	NA	released	s3://encode-public/2016/06/13/66ef8ed0-3be3-4442-b3ee-dedf231d88d5/ENCFF030HWZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/06/13/66ef8ed0-3be3-4442-b3ee-dedf231d88d5/ENCFF030HWZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	NA	NA	NA
ENCFF911VSD	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR552YGL	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	insertion	{'dbxrefs': ['FactorBook:NFE2'], 'aliases': ['michael-snyder:TS-235'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4778/'], '@type': ['Target', 'Item'], 'label': 'NFE2', 'title': 'NFE2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '59ac958a-55a3-40f7-9223-a51c11ebe176', 'schema_version': '14', 'name': 'NFE2-human', '@id': '/targets/NFE2-human/', 'status': 'released'}	NA	NA	NA	NFE2	DNA	NA	NA	NA	NA	NA	2016-08-24	ENCODE	NA	NA	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF688MMW/, /files/ENCFF140CQS/, /files/ENCFF619AGT/	793523	ENCODE Processing Pipeline	d730a03d8ebbaaa61fa7df7a259778da	NA	https://www.encodeproject.org/files/ENCFF911VSD/@@download/ENCFF911VSD.bed.gz	NA	NA	NA	released	s3://encode-public/2016/08/23/65e4d7a8-a131-4188-987e-bd5bbfcb7714/ENCFF911VSD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/08/23/65e4d7a8-a131-4188-987e-bd5bbfcb7714/ENCFF911VSD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	missing genetic modification characterization, missing compliant biosample characterization, low read depth	NA	NA
ENCFF010UHD	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR968GIB	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	RFX1	DNA	NA	NA	NA	NA	NA	2016-09-20	ENCODE	NA	NA	450-650	3, 4	3_1, 4_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF733TAS/, /files/ENCFF163OZR/, /files/ENCFF786DOF/	347670	ENCODE Processing Pipeline	807a6c046733e6afc5f75fcff16832d9	NA	https://www.encodeproject.org/files/ENCFF010UHD/@@download/ENCFF010UHD.bed.gz	NA	NA	NA	released	s3://encode-public/2016/09/17/e37dd8c7-a723-4b7c-802b-3cddfeb2c244/ENCFF010UHD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/09/17/e37dd8c7-a723-4b7c-802b-3cddfeb2c244/ENCFF010UHD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, moderate library complexity	NA	NA
ENCFF583CIY	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR494UQJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NR3C1	DNA	NA	NA	NA	NA	NA	2018-01-26	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF939VKQ/, /files/ENCFF269CZZ/, /files/ENCFF923WYM/	73618	ENCODE Processing Pipeline	fab8230df4fac667f59e49a65da4daab	NA	https://www.encodeproject.org/files/ENCFF583CIY/@@download/ENCFF583CIY.bed.gz	NA	NA	NA	released	s3://encode-public/2016/09/01/66c2e77c-53dd-45b5-b947-12c4c86c55be/ENCFF583CIY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/09/01/66c2e77c-53dd-45b5-b947-12c4c86c55be/ENCFF583CIY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	low read depth	partially characterized antibody	NA
ENCFF126BCK	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR928KOR	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	GMEB1	DNA	NA	NA	NA	NA	NA	2018-01-26	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF942IAL/, /files/ENCFF154QJU/, /files/ENCFF369BMF/	511446	ENCODE Processing Pipeline	8d0ce916d80715cec4752c1a6f79bd30	NA	https://www.encodeproject.org/files/ENCFF126BCK/@@download/ENCFF126BCK.bed.gz	NA	NA	NA	released	s3://encode-public/2016/09/17/abcc2e6a-381e-4ecb-a2a5-ac0056c6d390/ENCFF126BCK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/09/17/abcc2e6a-381e-4ecb-a2a5-ac0056c6d390/ENCFF126BCK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	NA	partially characterized antibody	NA
ENCFF272ULO	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR490LWA	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-64'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/1054/'], '@type': ['Target', 'Item'], 'name': 'CEBPG-human', 'label': 'CEBPG', '@id': '/targets/CEBPG-human/', 'title': 'CEBPG (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '3091c41a-da23-4bca-8e63-b3046b71caa6', 'status': 'released'}	NA	hg19 19 33642389 33900257	NA	CEBPG	DNA	NA	NA	NA	NA	NA	2017-04-14	ENCODE	NA	NA	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF880AEL/, /files/ENCFF001TDO/, /files/ENCFF335AYY/, /files/ENCFF183FOU/	839761	ENCODE Processing Pipeline	29d7e21f3c25f41bd7185514faa49553	NA	https://www.encodeproject.org/files/ENCFF272ULO/@@download/ENCFF272ULO.bed.gz	NA	NA	NA	released	s3://encode-public/2017/04/13/98b24369-981f-4f90-b25a-3eb15be09012/ENCFF272ULO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/04/13/98b24369-981f-4f90-b25a-3eb15be09012/ENCFF272ULO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	missing genetic modification characterization, missing compliant biosample characterization	NA	NA
ENCFF968KBN	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR869IUD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ATF2	DNA	NA	NA	NA	NA	NA	2016-07-08	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF513RYS/, /files/ENCFF001TDO/, /files/ENCFF826QEY/, /files/ENCFF759MWN/	723708	ENCODE Processing Pipeline	4aad24f6ab0ecc423ff32a4a1989e087	NA	https://www.encodeproject.org/files/ENCFF968KBN/@@download/ENCFF968KBN.bed.gz	NA	NA	NA	released	s3://encode-public/2017/03/05/d30a0640-4152-4e8a-bae4-ebf2606e72c9/ENCFF968KBN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/05/d30a0640-4152-4e8a-bae4-ebf2606e72c9/ENCFF968KBN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read depth	NA	NA
ENCFF497XOD	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR797SWM	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	MITF	DNA	NA	NA	NA	NA	NA	2018-01-26	ENCODE	NA	NA	450-650	3, 4	3_1, 4_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF652VBD/, /files/ENCFF420EZA/, /files/ENCFF958FGE/	543857	ENCODE Processing Pipeline	0ee41a02ba74c38f647572359038656e	NA	https://www.encodeproject.org/files/ENCFF497XOD/@@download/ENCFF497XOD.bed.gz	NA	NA	NA	released	s3://encode-public/2017/03/05/60b91e7f-6231-40b8-a2a3-b15f239be748/ENCFF497XOD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/05/60b91e7f-6231-40b8-a2a3-b15f239be748/ENCFF497XOD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read depth	partially characterized antibody	NA
ENCFF944GZI	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR669NFS	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ARNT	DNA	NA	NA	NA	NA	NA	2018-01-26	ENCODE	NA	NA	450-650	3, 4	3_1, 4_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF333QJD/, /files/ENCFF286UPH/, /files/ENCFF968TKP/	115274	ENCODE Processing Pipeline	047a545f5de7e170d1e06e9dfe3ee10a	NA	https://www.encodeproject.org/files/ENCFF944GZI/@@download/ENCFF944GZI.bed.gz	NA	NA	NA	released	s3://encode-public/2017/03/05/eab44e48-cf2e-4391-8280-0b1335549efc/ENCFF944GZI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/05/eab44e48-cf2e-4391-8280-0b1335549efc/ENCFF944GZI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read depth	partially characterized antibody	NA
ENCFF784FIE	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR325DER	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NR3C1	DNA	NA	NA	NA	NA	NA	2018-01-26	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF261TNJ/, /files/ENCFF037BJD/, /files/ENCFF793DLG/	46890	ENCODE Processing Pipeline	27585931a99c4d1c463cb076f662bc3b	NA	https://www.encodeproject.org/files/ENCFF784FIE/@@download/ENCFF784FIE.bed.gz	NA	NA	NA	released	s3://encode-public/2017/03/03/c126a42f-18c6-490a-b85e-2c46b1598532/ENCFF784FIE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/03/c126a42f-18c6-490a-b85e-2c46b1598532/ENCFF784FIE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read depth, moderate library complexity	partially characterized antibody	NA
